Number,Short description,Assignment group,Issue Tag,Codes,TICKET_PROBLEM_TKTNOTE_ORIG,traincolumn
INC0004036662,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039887,partial deliveries on sap,SAP App Order Mgmt Run (NTT Data),,28,Partial deliveries on SAP, partial deliveries on sap
INC0004035073,catchpoint: critical availability alert test: corp_bfa_hr_sap_grc_nwbc_prd type: chrome browser,SAP Basis Support (Hon),Catchpoint Availability Alert,38,Catchpoint: Critical Availability alert for test:  CORP_BFA_HR_SAP_GRC_NWBC_PRD type:  Chrome Browser, catchpoint critical availability alert test corp bfa hr sap grc nwbc prd type chrome browser
INC0004038333,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004041217,sap( sip): incorrect planner assigned,SAP App Sourcing Run (NTT Data),Missing Materials,34,SAP( SIP): Incorrect Planner assigned, sap sip incorrect planner assigned
INC0004039077,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037992,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004038674,job brp-c-cpsfiem00000dpclr154 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSFIEM00000DPCLR154 FAILURE Code 1 , job brp c cpsfiem00000dpclr154 failure code nembor
INC0004039234,job erp-c-hcc-bas-sap-srt-metering-reorg failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-SRT-METERING-REORG FAILURE Code 5 , job erp c hcc bas sap srt metering reorg failure code nembor
INC0004036278,something else... :,IGS Custom Apps,,6,Something Else... : , something else
INC0004039694,sap: byp password reset,Service Desk (EMEA:GBL),Account Locked/Password Reset,46,SAP: BYP password reset, sap byp password reset
INC0004039027,job bwp-c-cpsbina010601 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBINA010601 FAILURE Code 1 , job bwp c cpsbina010601 failure code nembor
INC0004038784,add user edi agent list - brv #nembor#,SAP App Order Mgmt Run (NTT Data),,28,Add user to EDI Agent List - BRV 900, add user edi agent list brv nembor
INC0004039878,job brp-c-cpsfina0000mufginv8 failure code #nembor#,SAP App Batch Run - HBT/SPS (NTT Data),Job Failure,14,JOB BRP-C-CPSFINA0000MUFGINV8 FAILURE Code 1 , job brp c cpsfina0000mufginv8 failure code nembor
INC0004041177,"create coverage profile plants #nembor#, #nembor#, #nembor# #nembor#, #nembor#",SAP App Configuration (NTT Data),,19,"Create coverage profile for plants 4436, 4437, 4438,4645, 5310  ", create coverage profile plants nembor nembor nembor nembor nembor
INC0004036246,sap : aero : application module issue : order management,SAP App FICO Run (NTT Data),,21,SAP : AERO : Application or Module issue : Order Management, sap aero application module issue order management
INC0004041299,sap : week september #nembor#th (labor day) furloughs,SAP App TLC Time Admin (US),,36,SAP : Week of September 7th (Labor Day) furloughs , sap week september nembor th labor day furloughs
INC0004039511,sap : corp : password reset :,Service Desk (APAC:GBL),Account Locked/Password Reset,44,SAP : CORP : Password Reset : , sap corp password reset
INC0004035598,#incidentnum#// sap brp900/ password reset,Service Desk (EMEA:GBL),Account Locked/Password Reset,46,INC0004035598// SAP BRP900/ Password Reset , incidentnum sap brp 00 password reset
INC0004040177,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004035645,"order managementa , medium , <<pmt>> , h164127",SAP App Order Mgmt Run (NTT Data),Invoice Issues,28,"ORDER MANAGEMENTA , MEDIUM , <<PMT>> , H164127", order managementa medium pmt h16412
INC0004038751,sps : oracle application : intelligrated : application issue,IGS Oracle Support,Access Request,7,SPS : Oracle Application : INTELLIGRATED  : Application Issue, sps oracle application intelligrated application issue
INC0004038896,hra incremental load on #nembor# #nembor# #nembor#,Analytics OBIEE Run (NTT Data),,1,HRA Incremental Load on 02/09/2020, hra incremental load on nembor nembor nembor
INC0004037452,sap : hbt : password reset :,SAP Password Reset (DXC),Account Locked/Password Reset,40,SAP : HBT : Password Reset : , sap hbt password reset
INC0004035574,sap :tool notification emails,SAP App HR Run (NTT Data),Leaves Issue,25,SAP :Tool notification emails  , sap tool notification emails
INC0004039257,sap : schneider invoice blocked posting,SAP App Order Mgmt Run (NTT Data),Invoice Blocked,28,SAP : Schneider invoice blocked from posting, sap schneider invoice blocked posting
INC0004035972,"time & attendancec , medium,corp,h420364",SAP App HR Run (NTT Data),,25,"TIME & ATTENDANCEC , MEDIUM,CORP,H420364", time attendancec medium corp h420364
INC0004035321,sap brp #nembor#,SAP App Logistics Run (NTT Data),,26,SAP BRP 900, sap brp nembor
INC0004039355,request update sap backend.,SAP App HR Run (NTT Data),Timesheet Issue,25, Request to update in SAP Backend., request update sap backend
INC0004037527,sap : hbt : application module issue : order management,SAP App Order Mgmt Run (NTT Data),,28,SAP : HBT : Application or Module issue : Order Management, sap hbt application module issue order management
INC0004038686,job erp-c-hcc-bas-sap-collector-for-none-r3-stat failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-COLLECTOR-FOR-NONE-R3-STAT FAILURE Code 5 , job erp c hcc bas sap collector for none r3 stat failure code nembor
INC0004039488,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004039599,sap : pmt : pmt sap application : finance,SAP App FICO Run (NTT Data),,21,SAP : PMT : PMT SAP Application : Finance, sap pmt pmt sap application finance
INC0004040736,correct value not showing rejection,SAP App Order Mgmt Run (NTT Data),,28,Correct Value is not showing after rejection, correct value not showing rejection
INC0004037854,sps : analytics : sap bw - sps : application issue,Analytics SAPBW Run (NTT Data),,2,SPS : Analytics : SAP BW - SPS  : Application Issue, sps analytics sap bw sps application issue
INC0004037453,sap:furlough data,SAP App HR Run (NTT Data),,25,SAP:Furlough Data, sap furlough data
INC0004036105,job erp-c-hcc-bas-sap-collector-for-none-r3-stat failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-COLLECTOR-FOR-NONE-R3-STAT FAILURE Code 5 , job erp c hcc bas sap collector for none r3 stat failure code nembor
INC0004037855,aero : supply base management : compass procure ivalua #nembor# #nembor# prod corp int : application issue,SAP App Sourcing Run (NTT Data),,34,AERO : Supply Base Management : COMPASS PROCURE IVALUA 1.0 PROD CORP INT  : Application Issue, aero supply base management compass procure ivalua nembor nembor prod corp int application issue
INC0004039724,"technicala , medium , <<hbt>> , h398577",SAP App Sourcing Run (NTT Data),,34,"TECHNICALA , MEDIUM , <<HBT>> , H398577", technicala medium hbt h3 85
INC0004036681,sap : pmt : sales org description change,SAP App Configuration (NTT Data),,19,SAP : PMT : Sales org description change, sap pmt sales org description change
INC0004037918,job erp-c-cga-zfi-ivalua-pts-invoice alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-ZFI-IVALUA-PTS-INVOICE ALARM  MAXRUNALARM Code  , job erp c cga zfi ivalua pts invoice alarm maxrunalarm code
INC0004038680,job erp-c-cga-p2p-zmm_ival_appr_nwk alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-P2P-ZMM_IVAL_APPR_NWK ALARM  MAXRUNALARM Code  , job erp c cga p2p zmm ival appr nwk alarm maxrunalarm code
INC0004040146,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004041198,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004036579,issue : sap approval,SAP Security (TCS),Access Request,42,Issue : SAP approval, issue sap approval
INC0004036247,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004037424,job bwp-c-cpsbiem010101 failure code #nembor#,Analytics Batch Run (NTT Data),Job Failure,0,JOB BWP-C-CPSBIEM010101 FAILURE Code 1 , job bwp c cpsbiem010101 failure code nembor
INC0004036922,sps : oracle application : intelligrated : application issue,IGS Oracle Support,Access Request,7,SPS : Oracle Application : INTELLIGRATED  : Application Issue, sps oracle application intelligrated application issue
INC0004040860,sap : pmt : elster c11 sap application : finance,SAP App FICO Run (NTT Data),,21,SAP : PMT : Elster C11 SAP Application : Finance, sap pmt elster c11 sap application finance
INC0004040121,corp/grp/hrp/prod import access hrp #nembor#) grp #nembor#),SAP Security (TCS),Access Request,42,CORP/GRP/HRP/PROD Import access for HRP (200) and GRP (010), corp grp hrp prod import access hrp nembor grp nembor
INC0004040548,"order managementa , medium , <<pmt>> , h166099",SAP App Order Mgmt Run (NTT Data),Missing Materials,28,"ORDER MANAGEMENTA , MEDIUM , <<PMT>> , H166099", order managementa medium pmt h1660
INC0004036223,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004037510,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004041286,sap : aero : password reset :,SAP Security (TCS),Account Locked/Password Reset,42,SAP : AERO : Password Reset : , sap aero password reset
INC0004036274,job erp-c-cga-fi-zfi-f110s #nembor#a-t-mxn-w failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-F110S-193A-T-MXN-W FAILURE Code 2 , job erp c cga fi zfi f110s nembor a t mxn w failure code nembor
INC0004035177,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004039527,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004038533,sap : hbt : application module issue : interface/ xi/pi,SAP App TECH Run (NTT Data),,35,SAP : HBT : Application or Module issue : Interface/ XI/PI, sap hbt application module issue interface xi pi
INC0004038084,uid error,SAP App CS Run (NTT Data),,18,UID ERROR, uid error
INC0004037812,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004041058,"cip #nembor# (pmt am) - idoc error: audit in-progress, sensitive fields blocked change. - sup0496969",SAP App FICO Run (NTT Data),,21,"CIP-900 (PMT AM) - IDOC Error: Audit in-progress, sensitive fields blocked for change. - SUP0496969", cip nembor pmt am idoc error audit in progress sensitive fields blocked change sup04 6 6
INC0004040303,job erp-c-hcc-bas-sap-rsicfdlt failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-RSICFDLT FAILURE Code 5 , job erp c hcc bas sap rsicfdlt failure code nembor
INC0004036150,stock movement error (urgent),SAP App Sourcing Run (NTT Data),,34,Stock Movement Error (Urgent), stock movement error urgent
INC0004039705,sap : hbt : application module issue : sourcing,SAP App Sourcing Run (NTT Data),,34,SAP : HBT : Application or Module issue : Sourcing, sap hbt application module issue sourcing
INC0004036351,update standard labor rate,SAP App FICO Run (NTT Data),,21,Update Standard Labor Rate, update standard labor rate
INC0004040482,job erp-c-hcc-bas-sap-collector-for-none-r3-stat failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HCC-BAS-SAP-COLLECTOR-FOR-NONE-R3-STAT FAILURE Code 5 , job erp c hcc bas sap collector for none r3 stat failure code nembor
INC0004037431,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004039171,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
INC0004038231,sps : oracle application : intelligrated : application issue,IGS Oracle Support,Access Request,7,SPS : Oracle Application : INTELLIGRATED  : Application Issue, sps oracle application intelligrated application issue
INC0004039431,job erp-c-cga-zfi-ivalua-pts-invoice alarm maxrunalarm code,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-ZFI-IVALUA-PTS-INVOICE ALARM  MAXRUNALARM Code  , job erp c cga zfi ivalua pts invoice alarm maxrunalarm code
INC0004040864,sap:dangerous goods text need updated,SAP App Environmental Health & Safety Run  (NTT Data),,20,SAP:Dangerous goods text need to be updated, sap dangerous goods text need updated
INC0004039555,job erp-c-cga-fi-zfi-bcm-status-aero-bnp failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-CGA-FI-ZFI-BCM-STATUS-AERO-BNP FAILURE Code 5 , job erp c cga fi zfi bcm status aero bnp failure code nembor
INC0004036882,job erp-c-hts-sd-hts_hipi_lms_inv_post failure code #nembor#,SAP App Batch Run - CORP (NTT Data),Job Failure,13,JOB ERP-C-HTS-SD-HTS_HIPI_LMS_INV_POST FAILURE Code 2 , job erp c hts sd hts hipi lms inv post failure code nembor
